"case_type","case_number","status","incident_date","incident_time","incident_type","incident_location_type","incident_location","incident_city","incident_state","incident_zip","incident_county","LEA","child_id","child_race","child_gender","child_perceived_age","offender_gender","offender_race","offender_age","offender_perceived_age","vehicle_style","vehicle_color","offender_method","offender_method_detail","offender_statement","how_got_away","how_got_away_detail","child_amount","offender_amount"
"Attempted Abduction",1280059,"Closed","2016-10-25","08:35","Exposure","Street","Tiger Trail & Shadowdale Dr","Houston","TX",77043,"Harris","Spring Branch (TX) ISD Police","578857","Unknown","Unknown","Unknown","Male","White",NA,"Unknown",NA,"White","other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1280061,"Closed","2016-10-25","07:45","Exposure","School - Bus Stop","3602 Hollister Rd","Houston","TX",77080,"Harris","Spring Branch (TX) ISD Police","578859","Unknown","Unknown","Unknown","Male","White",NA,"Unknown",NA,"White","other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1280096,"Closed","2016-10-25","00:00","Suspicious Incident","School - Bus Stop","Jennifer Dr","Syracuse","NY",13212,"Onondaga","Onondaga County (NY) SO","578908","Unknown","Female","15","Male","White","29",NA,NA,"Black","other","Question",NA,"Unknown",NA,1,1
"Attempted Abduction",1280097,"Closed","2016-10-06","00:00","Suspicious Incident","School - Bus Stop","Unknown","Syracuse","NY",NA,"Onondaga","Onondaga County (NY) SO","578909","Unknown","Unknown","Unknown","Male","White","29",NA,NA,"Black","other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1282259,"Closed","2016-11-18","00:00","Exposure","Park","845 Florin Rd","Sacramento","CA",95831,"Sacramento","Sacramento (CA) PD","581674","Unknown","Unknown","Unknown","Male","White","36",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1283311,"Closed","2016-12-05","12:00","Attempted Abduction","School - Facility","Kings Rd Ext","Shelby","NC",28152,"Cleveland","Shelby (NC) PD","583144","Unknown","Male","11","Male","White",NA,"30-39",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1285744,"Closed","2015-08-28","00:00","Sexual Assault","Retail - Mall/ Shop Ctr","301 Mt. Hope Ave","Rockaway","NJ",7866,"Morris","Morris County Prosecutor's Office - Sex Crimes","586275","Unknown","Male","5","Male","White","34",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1286040,"Closed","2016-12-15","18:15","Sexual Assault","Restaurant","Rt 206","Princeton","NJ",8540,"Mercer","New Jersey State (NJ) PD","586633","Unknown","Male","16","Male","White","39",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1286546,"Closed","2017-01-12","17:00","Attempted Abduction","Street","Young St & Vinton Ave","Portsmouth","OH",45662,"Scioto","Portsmouth (OH) PD","587297","Unknown","Female","14","Male","White",NA,"35-40",NA,"Blue","other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1286760,"Closed","2017-01-18","07:40","Attempted Abduction","School - Bus Stop","W Glover Rd & N Verch Way","Oro Valley","AZ",85737,"Pima","Oro Valley (AZ) PD","587549","Unknown","Unknown","Unknown","Male","White",NA,"Unknown",NA,"Black","other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1287491,"Closed","2016-11-27","20:30","Exposure","Retail - Mall/ Shop Ctr","4485 Virginia Beach Blvd","Virginia Beach","VA",23462,"Virginia Beach","Virginia Beach (VA) PD - Special Victims Unit","588488","Unknown","Unknown","Unknown","Male","White",NA,"25-40",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1288207,"Closed","2017-02-02","00:00","Sexual Assault","Unknown","Unknown","Corvallis","MT",NA,"Ravalli","Ravalli County (MT) SO","589443","Unknown","Female","Unknown","Male","White","56",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1290704,"Closed","2017-02-21","15:15","Exposure","Street","Forest Hill Rd & W Center Square Rd","Leola","PA",17540,"Lancaster","East Lampeter Township (PA) PD","592677","Unknown","Unknown","unknown","Male","White",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1290907,"Closed","2017-02-17","00:00","Attempted Abduction","School - Bus Stop","State Rd 100 & McCormick Dr","Palm Coast","FL",32164,"Flagler","Flagler County (FL) SO","592935","Unknown","Female","Unknown","Male","White","52",NA,NA,NA,"animal/other","Assistance/Help",NA,"Unknown",NA,1,1
"Attempted Abduction",1292644,"Closed","2017-03-27","00:00","Suspicious Incident","School - Bus Stop","N Highlands Dr & S Highlands Cir","Harrisburg","PA",17111,"Dauphin","Lower Paxton Township (PA) PD","595299","Unknown","Female","Unknown","Male","White",NA,"40-45",NA,NA,"other","Questions",NA,"Unknown",NA,1,1
"Attempted Abduction",1292717,"Closed","2017-03-03","00:00","Suspicious Incident","Street","1400 Timberlake Dr","Arlington","TX",76010,"Tarrant","Arlington (TX) PD","595390","Unknown","Male","Unknown","Male","White",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1292723,"Closed","2017-01-31","00:00","Sexual Assault","Outdoor - Open Area","2200 Springcrest Dr","Arlington","TX",76010,"Tarrant","Arlington (TX) PD","595394","Unknown","Female","Unknown","Male","White",NA,"50-59",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1293179,"Closed","2017-03-30","00:00","Attempted Abduction","Unknown","Unknown","Summit Park","UT",84098,"Summit","Summit County (UT) SO","595993","Unknown","Female","12","Male","White",NA,"50-59",NA,NA,"ride",NA,NA,"Unknown",NA,1,1
"Attempted Abduction",1294035,"Closed","2017-04-10","00:00","Exposure","Home-Other","2000 Alexan Dr","Cary","NC",27519,"Wake","Cary (NC) PD","597138","Unknown","Female","9","Male","White","22",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1295721,"Closed","2017-04-26","17:02","Suspicious Incident","Street","Morton Ct & Jardin Dr","Mountain View","CA",94040,"Santa Clara","Los Altos (CA) PD","599333","Unknown","Female","Unknown","Male","White","25",NA,NA,"Tan","other","Conversation",NA,"Unknown",NA,1,1
"Attempted Abduction",1295764,"Closed","2016-07-12","00:00","Exposure","Retail - Other","1590 Dunlawton Ave","Port Orange","FL",32127,"Volusia","Port Orange (FL) PD","599403","Unknown","Female","11","Male","White","27",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1295897,"Closed","2017-04-27","00:00","Attempted Abduction","Unknown","E 3rd St & Chicon St","Austin","TX",78702,"Travis","Austin (TX) PD","599572","Unknown","Male","2","Male","White","53",NA,NA,"Blue","candy",NA,NA,"Unknown",NA,1,1
"Attempted Abduction",1295940,"Closed","2017-04-30","17:44","Exposure","Retail - Mall/ Shop Ctr","6721 Chesapeake Center Dr","Glen Burnie","MD",21060,"Anne Arundel","Anne Arundel County (MD) PD","599623","Unknown","Female","9","Male","White","46",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1298997,"Closed","2017-06-02","13:30","Exposure","Park","Hendricks Ave & N Vine St","St. Marys","OH",45885,"Auglaize","St. Marys (OH) PD","603604","Unknown","Unknown","Unknown","Male","White","39",NA,NA,NA,"other","Toy (Fidget spinner)",NA,"Unknown",NA,1,1
"Attempted Abduction",1299005,"Closed","2017-06-02","00:00","Exposure","Park","S Beech St","St. Marys","OH",45885,"Auglaize","St. Marys (OH) PD","603612","Unknown","Unknown","Unknown","Male","White","39",NA,NA,NA,"other","Toy (Fidget Spinner)",NA,"Unknown",NA,1,1
"Attempted Abduction",1300022,"Closed","2017-06-15","11:48","Suspicious Incident","Street","Regent St & S Eau Claire Ave","Madison","WI",53705,"Dane","Madison (WI) PD","604959","Unknown","Female","13","Male","White",NA,"30-35",NA,"Blue, Dark","other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1302863,"Closed","2017-07-11","11:30","Exposure","Park","9000 Portola State Park Rd","La Honda","CA",94020,"San Mateo","San Mateo County (CA) SO","608930","Unknown","Female","Unknown","Male","White","34",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1304293,"Closed","2017-07-23","00:00","Attempted Abduction","Street","Rock St & E Main St","Nanticoke","PA",18634,"Luzerne","Newport Township (PA) PD","610893","Unknown","Male","16","Male","White","76",NA,NA,"Silver","money/other","Questions",NA,"Unknown",NA,1,1
"Attempted Abduction",1304407,"Closed","2017-07-27","00:00","Sexual Assault","Home - Residence","S Gate Dr","Seneca","SC",29678,"Oconee","Oconee County (SC) SO","611043","Unknown","Female","Unknown","Male","White","67",NA,NA,NA,"other","Violent threats; LE Call",NA,"Unknown",NA,1,1
"Attempted Abduction",1305354,"Closed","1996-05-23","00:00","Sexual Assault","Outdoor - Open Area","700 St Johns Rd","Woodstock","IL",60098,"McHenry","Woodstock (IL) PD","612268","Unknown","Male","8","Male","White","39",NA,NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1308076,"Closed","2017-08-17","00:00","Exposure","Retail - Mall/ Shop Ctr","72-840 Hwy 111 A130","Palm Desert","CA",92260,"Riverside","Indio (CA) PD","615842","Unknown","Female","5","Male","White","71",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1308614,"Closed","2017-09-15","20:00","Attempted Abduction","Retail - Mall/ Shop Ctr","1545 N US Hwy 1","Ormond Beach","FL",32174,"Volusia","Ormond Beach (FL) PD","616523","Unknown","Male","11","Male","White",NA,NA,NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1310196,"Closed","2017-10-06","07:30","Exposure","Street","1900 W Fargo Ave","Chicago","IL",60626,"Cook","Chicago (IL) PD - 24th District","618548","Unknown","Female","Unknown","Male","White",NA,"20-30",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1311315,"Closed","2017-10-07","00:00","Exposure","Street","900 Echo St","Celina","OH",45822,"Mercer","Celina (OH) PD","619972","Unknown","Female","Unknown","Male","White","39",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1316060,"Closed","2017-12-12","14:00","Attempted Abduction","Street","100 SW 20th St","Cape Coral","FL",33991,"Lee","Cape Coral (FL) PD","625857","Unknown","Female","Unknown","Male","White",NA,NA,NA,"Black","ride/other","Questions",NA,"Unknown",NA,1,1
"Attempted Abduction",1317145,"Closed","2017-12-11","00:00","Sexual Assault","Retail - Food/Conv/Gas","Madison St","Eau Claire","WI",54703,"Eau Claire","Eau Claire (WI) PD","627224","Unknown","Female","15","Male","White","23",NA,NA,NA,"other","Conversation; Drugs",NA,"Unknown",NA,1,1
"Attempted Abduction",1163697,"Closed","2011-01-12","00:00","Attempted Abduction","Street","Unknown address","Comstock","NY",12821,"Washington","Whitehall (NY) PD","429138/429142/429143/429144/429145","Unknown/Unknown/Unknown/Unknown/Unknown","Female/Female/Female/Female/Female","13/14/15/16/17","Male","Unknown","25",NA,NA,NA,"ride/other","Sex",NA,"Unknown",NA,5,1
"Attempted Abduction",1175466,"Closed","2011-05-26","15:40","Suspicious Incident","Street","1000 N Main St","Verona","WI",53593,"Dane","Verona (WI) PD","442178/442180/442181/442182","Unknown/Unknown/Unknown/Unknown","Male/Male/Male/Male","Unknown/Unknown/Unknown/Unknown","Male","Unknown",NA,"30-40",NA,"Red","candy",NA,NA,"Unknown",NA,4,1
"Attempted Abduction",1186059,"Closed","2011-12-17","22:55","Attempted Abduction","Outdoor - Open Area","2200 W Lakeview Dr","Benton","AR",72015,"Saline","Benton (AR) PD","453952/453953/453954/453955","Unknown/Unknown/Unknown/Unknown","Male/Unknown/Unknown/Unknown","14/Unknown/Unknown/Unknown","Male","Unknown",NA,"Unknown",NA,"Green","other","None",NA,"Unknown",NA,4,1
"Attempted Abduction",1103671,"Closed","2008-02-06","00:00","Sexual Assault","Street","4364 Lever Ave","Olivehurst","CA",95961,"Yuba","Yuba Co (CA) SD","362115/362116/362117","Unknown/Unknown/Unknown","Female/Female/Female","9/9/10","Male","Unknown","13",NA,NA,NA,"other","Food",NA,"Unknown",NA,3,1
"Attempted Abduction",1140383,"Closed","2010-01-15","00:00","Suspicious Incident","Restaurant","200 N Smith St","Palatine","IL",60067,"Cook","Palatine (IL) PD","403007/403009/403010","Unknown/Unknown/Unknown","Unknown/Unknown/Unknown","Unknown/Unknown/Unknown","Male","Unknown","27",NA,NA,NA,"other","None",NA,"Unknown",NA,3,1
"Attempted Abduction",1178479,"Closed","2011-08-04","21:29","Sexual Assault","Street","500 State St","Madison","WI",53703,"Dane","Madison (WI) PD","445600/445601/445602","Unknown/Unknown/Unknown","Female/Female/Female","Unknown/Unknown/Unknown","Male","Unknown","38",NA,NA,NA,"other","Unknown",NA,"Unknown",NA,3,1
"Attempted Abduction",1201150,"Closed","2012-08-07","00:00","Suspicious Incident","School - Facility","3950 Chesapeake Street Northwest","Washington","DC",20016,"District of Columbia","Metropolitan (DC) PD","470472/470473/470474","Unknown/Unknown/Unknown","Male/Unknown/Unknown","Unknown/Unknown/Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,3,1
"Attempted Abduction",1204990,"Closed","2012-10-18","00:00","Attempted Abduction","School - Facility","16250 U.S. 45","Citronelle","AL",NA,"Mobile","Citronelle (AL) PD","474657/474659/474660","Unknown/Unknown/Unknown","Unknown/Unknown/Unknown","Unknown/Unknown/Unknown","Male","Unknown",NA,"Unknown",NA,"Red","other","Unknown",NA,"Unknown",NA,3,1
"Attempted Abduction",1269901,"Closed","2016-05-27","00:00","Attempted Abduction","Street","2400 Seaton St","Fremont","NE",68025,"Dodge","Fremont (NE) PD","564929/564933/564934","Unknown/Unknown/Unknown","Unknown/Unknown/Unknown","Unknown/Unknown/Unknown","Male","Unknown",NA,"Unknown",NA,NA,"candy",NA,NA,"Unknown",NA,3,1
"Attempted Abduction",1281046,"Closed","2016-10-21","17:20","Exposure","Street","Broad Branch Rd","Washington","DC",20015,"DC","Metropolitan (DC) PD","580115/580117/580118","Unknown/Unknown/Unknown","Female/Female/Female","Unknown/Unknown/Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,3,1
"Attempted Abduction",1311139,"Closed","2017-10-16","08:30","Exposure","Street","600 I St SW","Washington","DC",20024,"District of Columbia","Metropolitan (DC) PD","619763/619765/619817","Unknown/Unknown/Unknown","Unknown/Unknown/Unknown","Unknown/Unknown/Unknown","Male","Unknown","20",NA,NA,NA,"other","None",NA,"Unknown",NA,3,1
"Attempted Abduction",1079135,"Closed","2007-09-08","00:00","Attempted Abduction","Unknown","Unknown address","Monroe","LA",71201,"Oachita","Monroe (LA) PD","333962/333964","Unknown/Unknown","Female/Female","13/14","Male","Unknown","47",NA,NA,NA,"other","Sex",NA,"Unknown",NA,2,1
"Attempted Abduction",1136153,"Closed","2009-11-05","00:00","Exposure","Home - Residence","1300 Longcreek Dr","Columbia","SC",29210,"Richland","Richland Co (SC) SO","398285/398286","Unknown/Unknown","Unknown/Unknown","Unknown/Unknown","Male","Unknown","21",NA,NA,NA,"other","None",NA,"Unknown",NA,2,1
"Attempted Abduction",1136156,"Closed","2009-11-10","00:00","Exposure","Home - Residence","1300 Longcreek Dr","Columbia","SC",29210,"Richland","Richland Co (SC) SO","398289/398290","Unknown/Unknown","Unknown/Unknown","Unknown/Unknown","Male","Unknown","21",NA,NA,NA,"other","None",NA,"Unknown",NA,2,1
"Attempted Abduction",1166627,"Closed","2011-02-15","18:58","Suspicious Incident","Home - Residence","Sherman Terr","Madison","WI",53704,"Dane","Madison (WI) PD","432367/432369","Unknown/Unknown","Female/Female","10/10","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,2,1
"Attempted Abduction",1183768,"Closed","2011-11-13","13:53","Exposure","Parking Lot/Garage","3301 E Main St - Pacific View Mall","Ventura","CA",93003,"Ventura","City of Ventura (CA) PD","451504/451505","Unknown/Unknown","Female/Female","Unknown/Unknown","Male","Unknown","27",NA,NA,NA,"other","None",NA,"Unknown",NA,2,1
"Attempted Abduction",1190633,"Closed","2012-03-09","17:00","Exposure","Retail - Other","2020 Cerrillos Rd - Hobby Lobby","Santa Fe","NM",87505,"Santa Fe","Santa Fe (NM) PD","458995/458996","Unknown/Unknown","Female/Female","10/13","Male","Unknown",NA,"20-29",NA,NA,"other","Unknown",NA,"Unknown",NA,2,1
"Attempted Abduction",1202851,"Closed","2012-07-19","14:18","Exposure","Parking Lot/Garage","Oak Av & Landing Rd","Gloucester Township","NJ",8012,"Camden","Gloucester Township (NJ) PD","472340/472343","Unknown/Unknown","Female/Male","15/Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,2,1
"Attempted Abduction",1210345,"Closed","2013-01-23","00:00","Attempted Abduction","Street","2800 P St","Church Hill","VA",23223,"Richmond","Richmond (VA) PD","480604/480605","Unknown/Unknown","Female/Female","Unknown/Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,2,1
"Attempted Abduction",1247187,"Closed","2015-04-23","00:00","Attempted Abduction","Park","19 State Hwy 22","Dry Ridge","KY",41035,"Grant","Grant County (KY) SO","531310/532267","Unknown/Unknown","Unknown/Unknown","Unknown/Unknown","Male","Unknown",NA,"Unknown",NA,"White","other","Unknown",NA,"Unknown",NA,2,1
"Attempted Abduction",1254536,"Closed","2015-09-04","07:50","Exposure","Street","117 Sheridan St","Eden","WI",53019,"Fond du Lac","Fond du Lac County (WI) SO","543284/543285","Unknown/Unknown","Unknown/Unknown","Unknown/Unknown","Male","Unknown",NA,"20-25",NA,NA,"other","None",NA,"Unknown",NA,2,1
"Attempted Abduction",1254942,"Closed","2015-08-18","00:00","Exposure","Park","1105 N Main St","Kalispell","MT",59901,"Flathead","Kalispell (MT) PD","543878/543879","Unknown/Unknown","Female/Female","3/5","Male","Unknown","26",NA,NA,NA,"other","None",NA,"Unknown",NA,2,1
"Attempted Abduction",1255015,"Closed","2015-09-13","00:00","Exposure","Parking Lot/Garage","Unknown","Kamas","UT",84036,"Summit","Summit County (UT) SO","543964/543965","Unknown/Unknown","Unknown/Unknown","Unknown/Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,2,1
"Attempted Abduction",1264136,"Closed","2016-03-08","19:25","Attempted Abduction","Street","2400 Westside Ave","Fremont","NE",68025,"Dodge","Fremont (NE) PD","556785/556786","Unknown/Unknown","Male/Male","Unknown/Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,2,1
"Attempted Abduction",1276712,"Closed","2016-09-13","15:10","Attempted Abduction","Street","Dudley Rd","Townsend","MA",1469,"Middlesex","Townsend (MA) PD","574404/574415","Unknown/Unknown","Male/Male","Unknown/Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other",NA,NA,"Unknown",NA,2,1
"Attempted Abduction",1288879,"Closed","2017-02-11","16:00","Suspicious Incident","Street","814 Sweetser Ave","Evansville","IN",47713,"Vanderburgh","Evansville (IN) PD","590324/590327","Unknown/Unknown","Male/Male","Unknown/Unknown","Male","Unknown",NA,"Unknown",NA,NA,"money/other","Help/Assistance",NA,"Unknown",NA,2,1
"Attempted Abduction",1313848,"Closed","2017-11-15","00:00","Suspicious Incident","Daycare Facility","Unknown","St. Peter","MN",56082,"Nicollet","St. Peter (MN) PD","623089/623092","Unknown/Unknown","Unknown/Unknown","5/6","Unknown","Unknown",NA,NA,NA,NA,"other","Unknown",NA,"Unknown",NA,2,1
"Attempted Abduction",1316539,"Closed","2017-10-13","00:00","Exposure","Street","Randall Ave & Throgs Neck Expy","Bronx","NY",10465,"Bronx","New York (NY) PD - 45th Precinct","626447/626449","Unknown/Unknown","Female/Female","12/13","Male","Unknown","43",NA,NA,NA,"other","Unknown",NA,"Unknown",NA,2,1
"Attempted Abduction",1016240,"Closed","2005-01-21","00:00","Attempted Abduction","Street","Urban Av & Mobile Dr","Mount Vernon","WA",98273,"Skagit","Mount Vernon (WA) PD","264297","Unknown","Female","15","Male","Unknown","27",NA,NA,"Dark","other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1019845,"Closed","2005-07-26","12:00","Attempted Abduction","Street","Briarcliff Rd & Pinecroft Dr","Louisville","KY",40219,"Jefferson","Louisville (KY) PD","267970","White","Female","7","Male","Unknown",NA,"Unknown",NA,NA,"other","Question",NA,"Unknown",NA,1,1
"Attempted Abduction",1082862,"Closed","2007-10-29","00:00","Suspicious Incident","Street","Planz Rd & Wible Rd","Bakersfield","CA",93309,"Kern","Bakersfield (CA) PD","338249","Unknown","Female","13","Male","Unknown",NA,"Unknown",NA,"Red","other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1082894,"Closed","2007-10-09","15:35","Exposure","Unknown","Railroad Ave & Highland Ave","Carnegie","PA",15106,"Allegheny","Carnegie (PA) PD","338297","Unknown","Unknown","Unknown","Male","Unknown","40",NA,NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1084253,"Closed","2007-08-04","00:00","Attempted Abduction","Unknown","Unknown address","Alamogordo","NM",88310,"Otero","Alamogordo (NM) PD","339928","Unknown","Male","10","Male","Unknown","55",NA,NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1084259,"Closed","2007-11-06","20:43","Attempted Abduction","Retail - Other","233 S New York Ave - Walmart","Alamogordo","NM",88310,"Otero","Alamogordo (NM) DPS","339939","Unknown","Unknown","5","Male","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1094845,"Closed","2008-04-16","00:00","Attempted Abduction","Unknown","Unknown address","Hampden","ME",4444,"Penobscot","Lincoln Co (ME) SO","352293","Unknown","Female","10","Male","Unknown",NA,"Unknown",NA,"Blue","other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1094949,"Closed","2008-02-06","19:30","Attempted Abduction","School - Facility","5600 Longview Dr - Chief Charlo ES","Missoula","MT",59803,"Missoula","Missoula (MT) PD","352395","Unknown","Male","8","Male","Unknown",NA,"Unknown",NA,NA,"candy",NA,NA,"Unknown",NA,1,1
"Attempted Abduction",1097331,"Closed","2008-04-01","00:00","Attempted Abduction","Unknown","Unknown address","New Brighton","PA",15066,"Beaver","PA State Police","354966","Unknown","Unknown","Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1097334,"Closed","2008-04-01","00:00","Attempted Abduction","Unknown","Unknown address","Koppel","PA",16136,"Beaver","PA State Police","354968","Unknown","Unknown","Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1100253,"Closed","2008-07-06","00:01","Sexual Assault","Street","1100 Market St","Philadelphia","PA",19107,"Philadelphia","Philadelphia (PA) PD","358264","Unknown","Female","16","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1105250,"Closed","2008-08-29","17:00","Attempted Abduction","Street","W Summit Dr & Mayers Blvd","Littlestown","PA",17340,"Adams","PA State Police","363802","Unknown","Female","Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1136827,"Closed","2009-11-28","00:00","Sexual Assault","Library","41-17 Main St","Flushing","NY",11355,"Queens","New York (NY) PD","399037","Unknown","Female","8","Male","Unknown",NA,"30-35",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1146563,"Closed","2010-04-27","14:00","Attempted Abduction","Street","700 Tacoma Rd","Erie","PA",16511,"Erie","Erie (PA) PD","409985","Unknown","Female","10","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1146565,"Closed","2010-04-27","19:30","Attempted Abduction","Street","W 30th St & Glenwood Park Ave","Erie","PA",16508,"Erie","Erie (PA) PD","409987","Unknown","Female","12","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1149528,"Closed","2010-06-10","00:00","Sexual Assault","Park","Manhattan Ave & John F Kennedy Blvd W","Jersey City","NJ",7307,"Hudson","Jersey City (NJ) PD","413263","Unknown","Male","Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1151828,"Closed","2010-07-08","15:00","Suspicious Incident","Street","1897 N Campus Dr","Evanston","IL",60201,"Cook","University (IL) Police","415795","Unknown","Female","Unknown","Male","Unknown",NA,"20-30",NA,"Yellow","other","Escort Service",NA,"Unknown",NA,1,1
"Attempted Abduction",1155039,"Closed","2010-08-21","17:00","Sexual Assault","Recreational - Other","6613 S Ward St","Littleton","CO",80127,"Jefferson","Jefferson Co (CO) SO","419383","Unknown","Male","10","Male","Unknown",NA,"16-25",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1155545,"Closed","2010-08-07","20:00","Sexual Assault","Retail - Mall/ Shop Ctr","777 E Merritt Island Causeway","Merritt Island","FL",32952,"Brevard","Brevard Co (FL) SO","419963","Unknown","Female","7","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1156422,"Closed","2010-08-18","00:00","Suspicious Incident","Unknown","Unknown address","Groton","VT",5046,"Caledonia","VT State Police","420953","Unknown","Female","Unknown","Male","Unknown","21",NA,NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1159873,"Closed","2010-11-03","00:00","Suspicious Incident","Street","8600 W Golf Rd","Niles","IL",60016,"Cook","Niles (IL) PD","424828","Unknown","Female","Unknown","Male","Unknown",NA,"Unknown",NA,"Green, Dark","ride",NA,NA,"Unknown",NA,1,1
"Attempted Abduction",1172095,"Closed","2011-05-10","00:00","Suspicious Incident","Street","Durbin & Sandy Creek Ave","Sylvania","OH",43560,"Lucas","Sylvania (OH) PD","438416","Unknown","Female","Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1175464,"Closed","2011-05-18","15:30","Suspicious Incident","Street","500 Cross Country Rd","Verona","WI",53593,"Dane","Verona (WI) PD","442176","Unknown","Female","Unknown","Male","Unknown",NA,"40",NA,"Red","other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1177514,"Closed","2011-08-08","19:30","Suspicious Incident","Other","Ascott Way & Chilteren Way","Mechanicsburg","PA",17055,"Cumberland","Upper Allen Twp (PA) PD","444491","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1182382,"Closed","2011-09-02","00:00","Suspicious Incident","Unknown","Fawn Meadow Dr & Creekview Dr","Marysville","OH",43040,"Union","Marysville (OH) Division of Police","449941","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA,"Black","other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1182966,"Closed","2011-11-02","00:00","Suspicious Incident","Street","Unknown Address","Kingwood","TX",77339,"Harris","Houston (TX) PD","450605","Unknown","Male","Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","Truant Officer",NA,"Unknown",NA,1,1
"Attempted Abduction",1183758,"Closed","2011-11-13","17:45","Sexual Assault","Unknown","4200 N Fairfax Dr","Arlington","VA",22201,"Arlington","Arlington Co (VA) PD","451492","Unknown","Female","17","Male","Unknown","42",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
