"incident_zip","case_type","case_number","status","incident_date","incident_time","incident_type","incident_location_type","incident_location","incident_city","incident_state","incident_county","LEA","child_id","child_race","child_gender","child_perceived_age","offender_gender","offender_race","offender_age","offender_perceived_age","vehicle_style","vehicle_color","offender_method","offender_method_detail","offender_statement","how_got_away","how_got_away_detail","child_amount","offender_amount","Latitude","Longitude"
90405,"Attempted Abduction",1185311,"Closed","2011-12-04","08:42","Attempted Abduction","Street","2922 Pico Blvd","Santa Monica","CA","Los Angeles","Santa Monica (CA) PD","453142","Hispanic","Female","17","Male","Hispanic","29",NA,"Van","Teal (green)","other","None",NA,"Fought/Broke Free",NA,1,1,34.01,-118.4717
90501,"Attempted Abduction",1219296,"Closed","2013-06-26","09:20","Exposure","Street","Sartori Ave & Portola Ave","Torrance","CA","Los Angeles","Torrance (CA) PD","490905/490907","Unknown/Unknown","Unknown/Unknown","Unknown/Unknown","Male","Hispanic",NA,"20-25","Sedan, 4 door","Blue","other","Directions","TEST STATEMENT - Subject asked child several times if she wanted a ride.","Adult/Child Intervened",NA,2,1,33.8268,-118.3118
90503,"Attempted Abduction",1246568,"Closed","2015-04-03","12:04","Exposure","Street","Halison St & Ingrum Way","Torrance","CA","Los Angeles","Torrance (CA) PD","530261/530263","Unknown/Unknown","Female/Female","13/13","Male","Hispanic",NA,"25-39","Sedan, 4 door","Silver","other","Called out",NA,"Unknown",NA,2,1,33.8397,-118.3542
90504,"Attempted Abduction",1225309,"Closed","2013-10-16","07:00","Attempted Abduction","Street","Artesia Blvd & Crenshaw Blvd","Torrance","CA","Los Angeles","Torrance (CA) PD","498805","Unknown","Female","16","Male","White",NA,"30-39","Sedan, 4 door",NA,"money",NA,NA,"Ignored/Refused",NA,1,1,33.8708,-118.3295
90601,"Attempted Abduction",1211792,"Closed","2013-02-05","16:40","Attempted Abduction","Street","6700 Washington Av","Whittier","CA","Los Angeles","Whittier (CA) PD","482231/482232","Unknown/Unknown","Female/Female","Unknown/Unknown","Male","Hispanic",NA,"20-25","Convertible","Red","other","Unknown",NA,"Ignored/Refused",NA,2,1,34.0011,-118.0371
90601,"Attempted Abduction",1211539,"Closed","2013-02-21","14:35","Attempted Abduction","Street","Broadway St & Citrus Av","Whittier","CA","Los Angeles","Whittier (CA) PD","481930","Unknown","Female","11","Male","Hispanic",NA,"20-25","Convertible","Red","other","Unknown",NA,"Fought/Broke Free",NA,1,1,34.0011,-118.0371
90601,"Attempted Abduction",1211790,"Closed","2013-02-05","11:25","Attempted Abduction","Street","13000 Broadway","Whittier","CA","Los Angeles","Whittier (CA) PD","482229","Unknown","Female","17","Male","Hispanic",NA,"20-25","Convertible","Red","ride",NA,NA,"Unknown",NA,1,1,34.0011,-118.0371
90601,"Attempted Abduction",1211972,"Closed","2013-02-21","00:00","Abduct & Release","Park","Unknown","Whittier","CA","Los Angeles","Whittier (CA) PD","482439","Unknown","Male","12","Male","Hispanic",NA,"30-40",NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,34.0011,-118.0371
90602,"Attempted Abduction",1301047,"Closed","2017-06-27","09:30","Attempted Abduction","Home - Yard","13400 Franklin St","Whittier","CA","Los Angeles","Whittier (CA) PD","606401","Unknown","Female","12","Male/Male","Hispanic/Hispanic",NA,"30-39/20-29","Sedan, 4 door","Green","other","None",NA,"Ran Away",NA,1,2,33.9693,-118.0337
90605,"Attempted Abduction",1261665,"Closed","2016-01-07","00:00","Attempted Abduction","Parking Lot/Garage","9401 Painter Ave","Whittier","CA","Los Angeles","Whittier (CA) PD","553218","Unknown","Female","14","Male","Hispanic","28",NA,NA,"White","ride",NA,NA,"Ignored/Refused",NA,1,1,33.9413,-118.0356
90605,"Attempted Abduction",1261664,"Closed","2016-01-21","00:00","Sexual Assault","Parking Lot/Garage","9401 Painter Ave","Whittier","CA","Los Angeles","Whittier (CA) PD","553217","Unknown","Female","14","Male","Hispanic","28",NA,NA,"White","other","Unknown",NA,"Unknown",NA,1,1,33.9413,-118.0356
90605,"Attempted Abduction",1261663,"Closed","2016-01-20","09:00","Sexual Assault","Parking Lot/Garage","9401 Painter Ave","Whittier","CA","Los Angeles","Whittier (CA) PD","553216","Unknown","Female","15","Male","Hispanic","28",NA,NA,"White","other","Unknown",NA,"Unknown",NA,1,1,33.9413,-118.0356
90605,"Attempted Abduction",1268846,"Closed","2016-05-23","17:20","Attempted Abduction","School - Facility","14359 2nd St","Whittier","CA","Los Angeles","Whittier (CA) PD","563530","Unknown","Female","12","Male","White","50",NA,NA,NA,"other","None",NA,"Ran Away",NA,1,1,33.9413,-118.0356
90606,"Attempted Abduction",1176486,"Closed","2011-07-20","15:00","Attempted Abduction","Library","6934 Broadway Ave - Sorensen Library","Whittier","CA","Los Angeles","Los Angeles Co (CA) SD","443318","Unknown","Male","16","Male","White","48",NA,NA,NA,"money/other","Assistance",NA,"Other","Law Enforcement Intervened",1,1,33.9777,-118.0658
90620,"Attempted Abduction",1265667,"Closed","2016-03-30","15:00","Attempted Abduction","Park","6200 San Rolando Cir","Buena Park","CA","Orange","Buena Park (CA) PD","559026","Unknown","Male","10","Male","White",NA,"40-49",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,33.8439,-118.008
90620,"Attempted Abduction",1256170,"Closed","2015-10-11","13:15","Attempted Abduction","Park","Knott Ave & 8th St","Buena Park","CA","Orange","Buena Park (CA) PD","545523/545524","Unknown/Unknown","Female/Female","8/10","Male","Hispanic",NA,"25-35",NA,"Blue","other","None",NA,"Fought/Broke Free",NA,2,1,33.8439,-118.008
90620,"Attempted Abduction",1151113,"Closed","2010-06-22","00:00","Sexual Assault","Home - Residence","Unknown address","Buena Park","CA","Orange","Buena Park (CA) PD","415000","Unknown","Female","10","Male","Hispanic","21",NA,NA,NA,"other","None",NA,"Released",NA,1,1,33.8439,-118.008
90623,"Attempted Abduction",1196430,"Closed","2012-05-12","19:00","Suspicious Incident","Home - Residence","7799 Valley View Dr","La Palma","CA","Orange","La Palma (CA) PD","465281","Unknown","Female","12","Male","Hispanic",NA,"40",NA,NA,"other","None",NA,"Other","Screamed and made suspect flee",1,1,33.8491,-118.0398
90623,"Attempted Abduction",1172790,"Closed","2011-05-24","00:00","Attempted Abduction","Street","Moody St & La Palma Ave","La Palma","CA","Orange","La Palma (CA) PD","439184","Unknown","Female","12","Male","Hispanic",NA,"30-35",NA,NA,"ride",NA,NA,"Ignored/Refused",NA,1,1,33.8491,-118.0398
90630,"Attempted Abduction",1095564,"Closed","2008-04-18","11:00","Attempted Abduction","Street","8600 La Salle St","Cypress","CA","Orange","Cypress (CA) PD","353042","Unknown","Female","17","Male","Black","22",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,33.8181,-118.0357
90631,"Attempted Abduction",1175745,"Closed","2011-06-05","17:00","Attempted Abduction","Street","Highlander Ave","La Habra","CA","Orange","La Habra (CA) PD","442485","Hispanic","Female","14","Male","Hispanic","29",NA,NA,"Red","ride/other","Questions",NA,"Ignored/Refused",NA,1,1,33.9331,-117.9493
90631,"Attempted Abduction",1283579,"Closed","2016-12-04","15:30","Suspicious Incident","Retail - Other","1500 W Imperial Hwy","La Habra","CA","Orange","La Habra (CA) PD","583441","Unknown","Female","13","Male",NA,"53",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,33.9331,-117.9493
90631,"Attempted Abduction",1172785,"Closed","2011-05-02","15:30","Attempted Abduction","Street","500 Greenwood Ave","La Habra","CA","Orange","La Habra (CA) PD","439179/439181","Unknown/Unknown","Female/Female","15/15","Male","Hispanic",NA,"20-39","Coupe","Red","other","Unknown",NA,"Unknown",NA,2,1,33.9331,-117.9493
90631,"Attempted Abduction",1310529,"Closed","2017-09-24","11:00","Exposure","Daycare Facility","Euclid Ave & E Electric Ave","La Habra","CA","Orange","La Habra (CA) PD","618949","Unknown","Unknown","Unknown","Male","Unknown",NA,"24-27",NA,NA,"other","None",NA,"Unknown",NA,1,1,33.9331,-117.9493
90631,"Attempted Abduction",1175744,"Closed","2011-05-02","15:15","Attempted Abduction","Street","Highlander Ave","La Habra","CA","Orange","La Habra (CA) PD","442483/442486/442488","Hispanic/Hispanic/Hispanic","Female/Female/Female","15/15/15","Male","Hispanic","29",NA,NA,"Red","ride/other","Questions",NA,"Ignored/Refused",NA,3,1,33.9331,-117.9493
90638,"Attempted Abduction",1278746,"Closed","2016-10-07","17:30","Attempted Abduction","Park","15251 Cheshire St","La Mirada","CA","Los Angeles","LA (CA) SD","577067","Unknown","Female","3","Male","Unknown",NA,"Unknown",NA,"Tan","other","None",NA,"Adult/Child Intervened",NA,1,1,33.9067,-118.0101
90640,"Attempted Abduction",1123874,"Closed","2009-05-18","15:00","Attempted Abduction","Street","Marconi St & N 16th St","Montebello","CA","Los Angeles","Montebello (CA) PD","384511","Hispanic","Female","11","Male","Hispanic",NA,"35-40","Sedan, 4 door","Silver","other","None","TEST STATEMENT - Subject asked child several times if she wanted a ride.","Adult/Child Intervened",NA,1,1,34.0133,-118.113
90650,"Attempted Abduction",1149459,"Closed","2010-05-19","15:30","Attempted Abduction","Street","Kenney St & Halcourt Ave","Norwalk","CA","Los Angeles","Los Angeles Co (CA) SD","413185","Unknown","Female","10","Male","Hispanic",NA,"30-35","Van","Black","other","None",NA,"Fought/Broke Free",NA,1,1,33.9056,-118.0818
90650,"Attempted Abduction",1066908,"Closed","2007-03-21","07:09","Attempted Abduction","Street","Norwalk Blvd & Imperial Hwy","Norwalk","CA","Los Angeles","Los Angeles Co (CA) SO","320897","Black","Female","15","Male","Hispanic",NA,"30-40","Sedan, 4 door","Silver","other","Unknown",NA,"Unknown",NA,1,1,33.9056,-118.0818
90660,"Attempted Abduction",1098483,"Closed","2008-06-16","14:00","Attempted Abduction","Street","Rosemead Blvd & Burke St","Pico Rivera","CA","Los Angeles","Los Angeles Co (CA) SD","356248/356249/356251","Unknown/Unknown/Unknown","Female/Female/Female","11/12/12","Male","Hispanic",NA,"45-49","Station Wagon","White","other","None",NA,"Ran Away",NA,3,1,33.9886,-118.0883
90680,"Attempted Abduction",1171779,"Closed","2011-04-15","00:00","Exposure","Home - Residence","Unknown address","Stanton","CA","Orange","Orange Co (CA) SD","438081/438083","Unknown/Unknown","Female/Female","7/9","Male","Hispanic","45",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,2,1,33.7991,-117.9956
90713,"Attempted Abduction",1121151,"Closed","2009-04-14","14:30","Sexual Assault","School - Facility","5206 Briercrest Ave","Lakewood","CA","Los Angeles","Los Angeles (CA) SD","381423","Unknown","Female","12","Male","White",NA,"18-25","Sport Utility","Champagne","other","None",NA,"Released",NA,1,1,33.8473,-118.1115
90715,"Attempted Abduction",1116516,"Closed","2009-01-23","20:45","Sexual Assault","Street","12000 Gradwell St","Lakewood","CA","Los Angeles","Los Angeles Co (CA) SD","376300/376302","Unknown/Unknown","Female/Female","14/14","Male","White",NA,"32","Sport Utility","White","other","Impersonated police",NA,"Released",NA,2,1,33.8405,-118.0767
90715,"Attempted Abduction",1099637,"Closed","2008-06-24","19:00","Attempted Abduction","Retail - Other","7500 Carson St - Ross","Long Beach","CA","Los Angeles","Long Beach (PD) CA","357543","Unknown","Female","5","Male","Hispanic",NA,"25-35",NA,NA,"other","None",NA,"Adult Intervened",NA,1,1,33.8405,-118.0767
90720,"Attempted Abduction",1214148,"Closed","2013-04-10","00:00","Suspicious Incident","School - Facility","11481 Foster Rd","Rossmoor","CA","Orange","Orange Co (CA) SO","484951","Unknown","Male","8","Male","White",NA,"50-59","Van",NA,"other","None",NA,"Unknown",NA,1,1,33.7956,-118.0648
90720,"Attempted Abduction",1170817,"Closed","2011-03-25","17:00","Attempted Abduction","Street","4000 Green Ave","Los Alamitos","CA","Orange","Los Alamitos (CA) PD","437045","Unknown","Male","11","Male","White",NA,"30-40",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,33.7956,-118.0648
90720,"Attempted Abduction",1214147,"Closed","2013-03-24","00:00","Attempted Abduction","Street","Silverwood Dr & Foster Rd","Rossmoor","CA","Orange","Orange Co (CA) SO","484952/484953","Unknown/Unknown","Female/Female","8/9","Male/Male","Unknown/Unknown",NA,"50-59/15-16","Van","Silver","other","None",NA,"Ran Away",NA,2,2,33.7956,-118.0648
90720,"Attempted Abduction",1214154,"Closed","2013-04-10","00:00","Suspicious Incident","School - Facility","11481 Foster Rd","Rossmoor","CA","Orange","Orange Co (CA) SO","484959","Unknown","Female","7","Male","White",NA,"50-59","Van",NA,"candy",NA,NA,"Unknown",NA,1,1,33.7956,-118.0648
90720,"Attempted Abduction",1180090,"Closed","2011-03-25","17:00","Attempted Abduction","Street","4000 Green Ave","Los Alamitos","CA","Orange","Los Alamitos (CA) PD","447378","Unknown","Male","11","Male","White",NA,"30-40",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,33.7956,-118.0648
90731,"Attempted Abduction",1108017,"Closed","2008-10-08","17:20","Attempted Abduction","Street","W 14th St & S Cabrillo Ave","San Pedro","CA","Los Angeles","Los Angeles Co (CA) PD","366851","Unknown","Female","15","Male/Male","Unknown/Hispanic",NA,"Unknown/25-30","Pickup Truck","Blue, Dark","other","None",NA,"Adult Intervened",NA,1,2,33.7339,-118.2914
90740,"Attempted Abduction",1296256,"Closed","2017-05-03","15:30","Suspicious Incident","School - Facility","1698 Bolsa Ave","Seal Beach","CA","Orange","Seal Beach (CA) PD","600043/600045","Unknown/Unknown","Unknown/Unknown","Unknown/Unknown","Male","White","52",NA,NA,NA,"other","Conversation",NA,"Unknown",NA,2,1,33.7602,-118.0808
90740,"Attempted Abduction",1249320,"Closed","2015-05-24","00:00","Attempted Abduction","Beach / Boardwalk","Main St & Ocean Ave","Seal Beach","CA","Orange","Seal Beach (CA) PD","534803","Unknown","Female","Unknown","Male","White","64",NA,"Convertible",NA,"money/ride/other","Alcohol",NA,"Adult/Child Intervened",NA,1,1,33.7602,-118.0808
90740,"Attempted Abduction",1155883,"Closed","2010-09-04","18:00","Attempted Abduction","Street","4600 Almond Ave - Almond Park","Seal Beach","CA","Orange","Seal Beach (CA) PD","420343","Unknown","Female","6","Male","White",NA,"22-28",NA,"Silver","other","None",NA,"Ran Away",NA,1,1,33.7602,-118.0808
90740,"Attempted Abduction",1218545,"Closed","2013-06-21","00:00","Attempted Abduction","Beach / Boardwalk","Unknown","Seal Beach","CA","Orange","Seal Beach (CA) PD","490019","Unknown","Male","6","Male","Hispanic","27",NA,NA,NA,"other","Unknown",NA,"Adult/Child Intervened",NA,1,1,33.7602,-118.0808
90744,"Attempted Abduction",1308630,"Closed","2017-09-21","00:00","Exposure","Street","600 McDonald Ave","Wilmington","CA","Los Angeles","Los Angeles (CA) PD - Harbor Comm. Police Station","616551","Unknown","Unknown","Unknown","Male/Male","Hispanic/Hispanic",NA,"18-19/15-25","Minivan",NA,"other","None",NA,"Unknown",NA,1,2,33.7855,-118.2645
90744,"Attempted Abduction",1221487,"Closed","2013-08-07","09:00","Attempted Abduction","Street","N Avalon Blvd & E L St","Wilmington","CA","Los Angeles","Los Angeles (CA) PD","493523","Unknown","Female","11","Male","Hispanic",NA,"50","Sedan, 2 door","White","other","None",NA,"Fought/Broke Free",NA,1,1,33.7855,-118.2645
90755,"Attempted Abduction",1227677,"Closed","2014-01-20","10:35","Abduct & Release","Park","E Wall St & N Temple Ave","Signal Hill","CA","Los Angeles","Signal Hill (CA) PD","502239","Unknown","Female","9","Male","Biracial","28",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,33.8029,-118.1677
90755,"Attempted Abduction",1175351,"Closed","2011-06-26","02:20","Suspicious Incident","Home - Residence","1900 Cherry Ave","Signal Hill","CA","Los Angeles","Signal Hill (CA) PD","442044","Unknown","Female","10","Male","Hispanic","24",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,33.8029,-118.1677
90802,"Attempted Abduction",1246858,"Closed","2015-04-13","11:25","Exposure","Street","W 5th St & Pacific Ave","Long Beach","CA","Los Angeles","Long Beach (CA) PD","530805","Unknown","Female","Unknown","Male","Black","38",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,33.7706,-118.182
90803,"Attempted Abduction",1125899,"Closed","2009-06-15","02:00","Sexual Assault","Street","E 2nd St & E Livingston Dr","Long Beach","CA","Los Angeles","Long Beach (CA) PD","386794","Unknown","Female","17","Male","Hispanic",NA,"25-29",NA,NA,"other","Unknown",NA,"Released",NA,1,1,33.7619,-118.1341
90803,"Attempted Abduction",1083450,"Closed","2007-10-13","15:45","Attempted Abduction","Street","E Eliot St & Spinnaker Bay Dr","Long Beach","CA","Los Angeles","Long Beach (CA) PD","338945","Unknown","Female","13","Male","Unknown","37",NA,"Sedan, 2 door",NA,"other","None",NA,"Fought/Broke Free",NA,1,1,33.7619,-118.1341
90805,"Attempted Abduction",1040373,"Closed","2006-03-19","00:50","Attempted Abduction","Street","Orange Ave & E South St","Long Beach","CA","Los Angeles","Long Beach (CA) PD","292875","Unknown","Female","17","Male","Hispanic",NA,"20-29","Sedan, 4 door","Blue","ride",NA,NA,"Fought/Broke Free",NA,1,1,33.8635,-118.1801
90806,"Attempted Abduction",1083429,"Closed","2006-05-15","15:20","Sexual Assault","Street","2400 Chestnut Ave","Long Beach","CA","Los Angeles","Long Beach (CA) PD","338925","Unknown","Female","12","Male","White",NA,"25-30",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,33.8045,-118.1876
90806,"Attempted Abduction",1111631,"Closed","2008-07-28","00:00","Attempted Abduction","Street","E Hill St & Long Beach Blvd","Long Beach","CA","Los Angeles","Long Beach (CA) PD","370856","Unknown","Unknown","Unknown","Male","White","27",NA,"Sedan, 2 door","Gray","other","Pornogrpahic Pictures",NA,"Ran Away",NA,1,1,33.8045,-118.1876
90806,"Attempted Abduction",1168542,"Closed","2011-03-14","08:00","Attempted Abduction","Street","Lemon Ave & E 20th St","Long Beach","CA","Los Angeles","Long Beach (CA) PD","434507","Unknown","Female","14","Male","Black",NA,"25-30",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,33.8045,-118.1876
90806,"Attempted Abduction",1102404,"Closed","2006-07-09","08:30","Sexual Assault","Street","Orange Ave & E Pacific Coast Hwy","Long Beach","CA","Los Angeles","Long Beach (CA) PD","360710","Unknown","Female","7","Male","Hispanic",NA,"25-30",NA,NA,"money",NA,NA,"Ran Away",NA,1,1,33.8045,-118.1876
90806,"Attempted Abduction",1111630,"Closed","2008-05-03","15:00","Attempted Abduction","Street","E Hill St & Atlantic Ave","Long Beach","CA","Los Angeles","Long Beach (CA) PD","370853/370854","Unknown/Unknown","Unknown/Unknown","Unknown/Unknown","Male","White","27",NA,"Sedan, 2 door","Gray","other","Pornographic Pictures",NA,"Ran Away",NA,2,1,33.8045,-118.1876
90807,"Attempted Abduction",1266167,"Closed","2016-04-11","17:15","Attempted Abduction","Street","3700 Country Club Dr","Long Beach","CA","Los Angeles","Long Beach (CA) PD","559717","Black","Male","8","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Ran Away","Adult intervened",1,1,33.8315,-118.1811
90813,"Attempted Abduction",1105309,"Closed","2008-09-10","08:00","Attempted Abduction","Street","625 Maine Ave - Edison ES","Long Beach","CA","Los Angeles","Long Beach (CA) PD","363879","Unknown","Female","8","Male","White",NA,"Unknown",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,33.782,-118.1835
90813,"Attempted Abduction",1111628,"Closed","2007-10-09","00:00","Attempted Abduction","Street","W 7th St & Pacific Ave","Long Beach","CA","Los Angeles","Long Beach (CA) PD","370852","Unknown","Unknown","Unknown","Male","White","27",NA,"Sedan, 2 door","Gray","other","Pornographic Pictures",NA,"Ran Away",NA,1,1,33.782,-118.1835
90813,"Attempted Abduction",1111633,"Closed","2008-09-10","00:00","Attempted Abduction","Street","E 15th St & Cherry Ave","Long Beach","CA","Los Angeles","Long Beach (CA) PD","370857","Unknown","Unknown","Unknown","Male","White","27",NA,"Sedan, 2 door","Gray","other","Pornographic Pictures",NA,"Ran Away",NA,1,1,33.782,-118.1835
90813,"Attempted Abduction",1102405,"Closed","2006-07-09","09:30","Sexual Assault","Street","Anaheim St & Daisy Ave","Long Beach","CA","Los Angeles","Long Beach (CA) PD","360712","Unknown","Female","11","Male","Hispanic",NA,"25-30",NA,NA,"other","None",NA,"Ran Away",NA,1,1,33.782,-118.1835
91006,"Attempted Abduction",1172846,"Closed","2011-05-11","00:00","Sexual Assault","Street","Genoa St & Santa Anita Ave","Arcadia","CA","Los Angeles","Arcadia (CA) PD","439241","Unknown","Female","15","Male","Hispanic",NA,"30-39","Sedan, 4 door","Silver","other","Directions",NA,"Fought/Broke Free",NA,1,1,34.1324,-118.0264
91007,"Attempted Abduction",1111779,"Closed","2008-11-26","11:50","Attempted Abduction","Retail - Mall/ Shop Ctr","400 S Baldwin Ave - Westfield Mall","Arcadia","CA","Los Angeles","Arcadia (CA) PD","371014","Unknown","Female","5","Male","Asian",NA,"Unknown",NA,NA,"other","None",NA,"Adult Intervened",NA,1,1,34.1243,-118.0515
91007,"Attempted Abduction",1096912,"Closed","2008-05-21","08:00","Sexual Assault","Retail - Other","400 South Baldwin Ave - Borders Bookstore","Arcadia","CA","Los Angeles","Arcadia (CA) PD","354526","Hispanic","Female","5","Male","Hispanic","33",NA,NA,NA,"other","None","TEST STATEMENT - Subject told child the female restroom was occupied, but she could use the men's room.  Then said, \Hey come here\ when she walked away.","Adult Intervened",NA,1,1,34.1243,-118.0515
91016,"Attempted Abduction",1206347,"Closed","2012-11-08","16:00","Attempted Abduction","Street","Colorado Blvd & Canyon Blvd","Monrovia","CA","Los Angeles","Monrovia (CA) PD","476163","Unknown","Female","14","Male","Hispanic",NA,"20-25","Sedan, 4 door","Silver","money/other","Questions/Directions",NA,"Ignored/Refused",NA,1,1,34.144,-118.0014
91020,"Attempted Abduction",1109577,"Closed","2008-11-02","16:30","Attempted Abduction","Street","2300 Del Mar Rd","Montrose","CA","Los Angeles","Los Angeles Co (CA) SD","368573","Unknown","Female","10","Male","Hispanic",NA,"30-39",NA,"White","other","None",NA,"Ran Away",NA,1,1,34.2114,-118.2305
91030,"Attempted Abduction",1125298,"Closed","2009-06-05","16:45","Attempted Abduction","Street","1300 Fair Oaks Ave","South Pasadena","CA","Los Angeles","South Pasadena (CA) PD","386129","Unknown","Female","13","Male","Hispanic",NA,"40","Van","White","other","None",NA,"Fought/Broke Free",NA,1,1,34.1109,-118.1547
91030,"Attempted Abduction",1294710,"Closed","2017-04-19","12:30","Attempted Abduction","Street","Oak St & Marengo Ave","South Pasadena","CA","Los Angeles","South Pasadena (CA) PD","598024","Unknown","Female","13","Male","Hispanic","43",NA,NA,"Red","ride/other","Questions",NA,"Ignored/Refused","Used cellphone to take photo of suspect.",1,1,34.1109,-118.1547
91042,"Attempted Abduction",1217557,"Closed","2013-05-26","14:00","Attempted Abduction","Street","6600 Olcott St","Tujunga","CA","Los Angeles","Los Angeles (CA) PD","488847","Unknown","Female","11","Male","Hispanic",NA,"40-49","Sport Utility",NA,"ride",NA,NA,"Ran Away",NA,1,1,34.2544,-118.2849
91205,"Attempted Abduction",1274397,"Closed","2016-08-10","17:35","Attempted Abduction","School - Facility","1201 E Broadway","Glendale","CA","Los Angeles","Glendale (CA) PD","571248/571251","Unknown/Unknown","Male/Male","3/8","Male","Unknown","52",NA,"Sedan, 4 door","Silver","other","Comment","TEST STATEMENT - Subject asked child several times if she wanted a ride.","Adult/Child Intervened",NA,2,1,34.1378,-118.2425
91205,"Attempted Abduction",1274393,"Closed","2016-08-10","17:11","Attempted Abduction","Street","E Chevy Chase Dr & Adams St","Glendale","CA","Los Angeles","Glendale (CA) PD","571243","White","Female","1","Female","White","52",NA,NA,NA,"other","Comment",NA,"Adult/Child Intervened",NA,1,1,34.1378,-118.2425
91306,"Attempted Abduction",1029893,"Closed","2005-10-04","17:30","Sexual Assault","Street","Sunnybrae Av & Michale St","San Fernando Valley","CA","Los Angeles","Los Angeles (CA) PD","280564","White","Female","7","Male","White","51","40-50","Pickup Truck","Black","other","None",NA,"Released",NA,1,1,34.2092,-118.5749
91307,"Attempted Abduction",1156205,"Closed","2001-05-21","20:15","Sexual Assault","Street","Kentland Ave & Criswell St","West Hills","CA","Los Angeles","Los Angeles (CA) PD","420693","Unknown","Female","6","Male","White","46",NA,"Pickup Truck","Green","other","None",NA,"Released",NA,1,1,34.1963,-118.6389
91311,"Attempted Abduction",1082868,"Closed","2007-10-17","06:40","Attempted Abduction","School - Facility","10027 Lurline Ave","Chatsworth","CA","Los Angeles","Los Angeles Co (CA) PD","338257","Unknown","Female","Unknown","Male","White",NA,"40",NA,NA,"other","None",NA,"Ran Away",NA,1,1,34.2583,-118.5914
91316,"Attempted Abduction",1135686,"Closed","2009-11-11","14:19","Attempted Abduction","Street","Magnolia Blvd & Zelzah Ave","Los Angeles","CA","Los Angeles","Los Angeles (CA) PD","397750","Unknown","Female","13","Male","Hispanic","23",NA,"Sport Utility","White","other","None",NA,"Fought/Broke Free",NA,1,1,34.1655,-118.5175
91320,"Attempted Abduction",1202531,"Closed","2012-08-29","19:30","Suspicious Incident","Street","125 North Reino Rd","Newbury Park","CA","Ventura","Ventura County (CA) SO","471984/471985","Unknown/Unknown","Female/Female","Unknown/Unknown","Male","White","36",NA,"Pickup Truck","Black","money",NA,NA,"Ignored/Refused",NA,2,1,34.1774,-118.9358
91320,"Attempted Abduction",1088327,"Closed","2008-01-26","17:00","Abduct & Release","Street","N Ventu Park Rd & Ramona Dr","Newbury Park","CA","Ventura","Ventura Co (CA) SD","344740","Unknown","Female","11","Male","White",NA,"40-49","Van","Multicolor","other","None",NA,"Fought/Broke Free",NA,1,1,34.1774,-118.9358
91321,"Attempted Abduction",1211165,"Closed","2013-02-01","00:00","Suspicious Incident","Street","Unknown","Santa Clarita","CA","Los Angeles","Los Angeles Co (CA) SO","481519","Unknown","Female","Unknown","Male","Hispanic","35",NA,NA,NA,"other","None",NA,"Ran Away",NA,1,1,34.3795,-118.523
91321,"Attempted Abduction",1159948,"Closed","2010-11-09","07:09","Attempted Abduction","Street","Dockweiler Dr & Valley Del Oro","Newhall","CA","Los Angeles","Los Angeles Co (CA) SD","424911","Unknown","Male","10","Male","Unknown",NA,"Unknown","Sedan, 4 door","Blue, Light","other","None",NA,"Fought/Broke Free",NA,1,1,34.3795,-118.523
91321,"Attempted Abduction",1133248,"Closed","2009-10-12","06:30","Attempted Abduction","Street","Meadowridge Dr & Newhall Ave","Santa Clarita","CA","Santa Clarita","Los Angeles Co (CA) SD","395026","Unknown","Female","15","Male","Hispanic",NA,"40-49","Sedan, 4 door","White","ride",NA,NA,"Fought/Broke Free",NA,1,1,34.3795,-118.523
91321,"Attempted Abduction",1276253,"Closed","2016-09-06","13:56","Attempted Abduction","Street","23000 Via Canon","Santa Clarita","CA","Los Angeles","Los Angeles County (CA) SD - Santa Clarita Valley","573820","Unknown","Male","4","Female","Hispanic","44",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,34.3795,-118.523
91331,"Attempted Abduction",1205317,"Closed","2012-08-31","16:19","Exposure","Street","Unknown","Arleta","CA","Los Angeles","Los Angeles (CA) PD","475036","Unknown","Female","12","Male","White","50",NA,NA,NA,"other","None",NA,"Ignored/Refused",NA,1,1,34.2556,-118.4208
91335,"Attempted Abduction",1119168,"Closed","2009-03-19","17:55","Sexual Assault","School - Facility","18605 Erwin St","Los Angeles","CA","Los Angeles","Los Angeles (CA) PD","379224","Unknown","Female","15","Male","Hispanic","23",NA,"Sedan, 4 door","Silver","other","None",NA,"Fought/Broke Free",NA,1,1,34.2007,-118.5391
